JongName,CurJuka,DungRak,Debi,PrevJuka,Volume,Money,StartJuka,HighJuka,LowJuka,High52,Low52,UpJuka,DownJuka,Per,Amount,FaceJuka
나우아이비캐피탈,"6,880",5,40,"6,920","148,695","1,012,969,020","6,920","6,970","6,720","7,280","2,590","8,990","4,850",22.05,"9,480,000","5,000"
나이벡,"23,200",5,800,"24,000","322,188","7,613,574,300","23,600","24,350","23,100","24,000","5,470","31,200","16,800",-74.84,"9,902,979",500
나이스디앤비,"12,700",3,0,"12,700","41,602","518,877,450","12,600","12,700","12,300","13,100","6,020","16,500","8,900",18.51,"15,400,000",500
나이스정보통신,"23,850",3,0,"23,850","59,521","1,404,797,800","23,600","24,250","23,000","39,650","18,850","31,000","16,700",7.43,"10,000,000",500
나인테크,"2,800",2,85,"2,715","5,597,277","15,860,666,100","2,740","2,965","2,700","2,715",870,"3,525","1,905",0,"37,126,554",100
남선알미늄보통주,"5,290",2,210,"5,080","10,159,656","54,067,898,670","5,110","5,490","5,090","6,900","2,865","6,600","3,560",40.38,"110,179,090",500
남화산업,"12,750",2,200,"12,550","112,566","1,439,523,100","12,700","13,000","12,500","18,000","6,300","16,300","8,800",85,"20,588,000",200
내츄럴엔도텍,"2,525",,0,"2,525",0,0,0,0,0,"6,830","2,525","3,280","1,770",-3.85,"20,665,822",500
네오오토,"3,995",5,40,"4,035","43,729","176,357,750","4,095","4,140","3,995","5,960","2,160","5,240","2,825",12.6,"7,874,963",500
네오위즈,"29,750",5,"2,800","32,550","1,335,627","40,556,875,700","31,350","32,150","29,000","32,550","12,650","42,300","22,800",26.26,"21,915,008",500
네오위즈홀딩스,"16,350",5,750,"17,100","65,121","1,066,394,350","17,100","17,100","16,050","17,100","9,950","22,200","12,000",6.47,"8,856,866",500
네오티스,"3,910",2,10,"3,900","23,902","93,425,995","3,900","3,950","3,870","4,180","2,600","5,070","2,730",28.96,"11,013,678",500
네오팜,"30,950",2,200,"30,750","179,829","5,582,208,000","30,750","31,750","30,700","52,100","20,200","39,950","21,550",12.04,"8,207,361",500
네이블커뮤니케이션즈,"4,535",2,65,"4,470","14,358","64,603,045","4,470","4,560","4,465","7,290","3,595","5,810","3,130",-78.19,"6,530,014",500
네이처셀,"9,900",5,150,"10,050","600,751","5,994,838,140","10,000","10,150","9,890","12,700","5,910","13,050","7,050",618.75,"61,190,399",500
네패스,"33,600",5,750,"34,350","635,982","21,424,280,950","34,400","34,450","33,350","37,050","21,800","44,650","24,050",24.91,"23,059,202",500
넥센보통주,"4,085",2,15,"4,070","45,687","186,540,510","4,070","4,100","4,050","6,070","2,985","5,290","2,850",3.87,"53,543,977",500
넥센타이어보통주,"5,560",2,120,"5,440","471,353","2,608,955,240","5,460","5,580","5,450","9,820","3,890","7,070","3,810",4.82,"97,667,877",500
넥스턴,"7,450",5,40,"7,490","13,417","100,162,360","7,420","7,570","7,410","11,650","6,060","9,730","5,250",13.82,"11,846,520",500
넥스트비티,"1,975",5,25,"2,000","2,206,179","4,347,324,905","1,990","1,995","1,950","2,615",945,"2,600","1,400",-10.34,"86,778,698",500
넥스트아이,"1,595",5,35,"1,630","1,555,454","2,476,972,550","1,610","1,620","1,565","1,805",550,"2,115","1,145",-20.45,"77,116,173",100
넥슨지티,"18,650",5,"2,800","21,450","5,272,640","102,671,292,650","20,500","21,100","18,600","21,450","3,190","27,850","15,050",219.41,"35,373,322",500
넵튠,"11,050",5,250,"11,300","474,769","5,298,278,900","11,400","11,500","10,950","11,300","3,350","14,650","7,950",-13.83,"23,370,146",500
넷게임즈,"9,360",5,370,"9,730","605,117","5,729,831,210","9,660","9,880","9,230","12,600","5,370","12,600","6,820",-13.18,"28,838,832",500
노랑풍선,"13,050",2,50,"13,000","48,776","641,994,650","13,000","13,500","13,000","17,150","5,720","16,900","9,100",-37.07,"4,765,650",500
노루홀딩스보통주,"9,380",5,50,"9,430","18,188","169,650,270","9,450","9,460","9,290","12,650","6,330","12,250","6,610",21.37,"13,291,151",500
노바텍,"25,000",2,100,"24,900","203,526","5,139,235,750","25,100","25,800","24,850","26,750","7,640","32,350","17,450",22.81,"5,016,338",500
노터스,"25,900",5,500,"26,400","101,607","2,656,217,350","26,250","26,700","25,850","36,500","11,150","34,300","18,500",39.85,"7,604,368",100
녹십자셀,"53,300",2,300,"53,000","609,600","31,916,530,200","53,000","54,000","51,100","53,000","30,050","68,900","37,100",57.75,"12,111,150",500
녹원씨엔아이,"6,270",5,880,"7,150","1,883,237","12,421,507,800","6,920","7,160","6,230","7,150","5,500","9,290","5,010",-10.43,"17,260,625",500
농업회사법인농우바이오,"12,000",2,400,"11,600","475,648","5,691,591,700","11,900","12,250","11,800","13,850","6,530","15,050","8,150",27.52,"16,030,561",500
누리텔레콤,"6,700",2,100,"6,600","79,035","529,873,550","6,600","6,820","6,560","7,730","3,500","8,580","4,620",8.8,"12,055,535",500
누리플랜,"5,500",2,110,"5,390","239,742","1,320,593,080","5,420","5,750","5,310","6,340","2,820","7,000","3,780",-8.27,"5,677,902",500
뉴보텍,"1,755",5,40,"1,795","1,143,541","2,035,475,800","1,815","1,820","1,750","2,160",653,"2,330","1,260",26.59,"33,433,750",500
뉴지랩,"13,700",5,150,"13,850","1,236,982","16,803,423,250","13,300","13,950","13,200","17,000","7,760","18,000","9,700",-107.87,"26,259,398",500
뉴파워프라즈마,"6,580",2,350,"6,230","3,985,813","25,663,675,060","6,240","6,600","6,080","21,000","2,200","8,090","4,370",48.74,"41,351,685",100
뉴프렉스,"1,725",2,195,"1,530","7,521,847","13,232,585,850","1,510","1,920","1,505","2,355",945,"1,985","1,075",-3.79,"21,156,039",500
다나와,"29,150",5,150,"29,300","121,209","3,509,731,950","29,350","29,900","28,650","32,200","17,800","38,050","20,550",16,"13,074,822",500
다날,"3,910",5,50,"3,960","1,501,782","5,933,311,070","3,980","4,025","3,895","4,345","2,265","5,140","2,775",9.01,"67,554,559",500
다믈멀티미디어,"2,750",5,45,"2,795","52,110","143,815,910","2,815","2,815","2,720","5,100","1,800","3,630","1,960",51.89,"11,519,256",500
다산네트웍스,"13,850",2,200,"13,650","6,364,147","91,051,915,900","13,850","15,200","13,300","13,650","3,755","17,700","9,600",271.57,"33,570,298",500
다스코보통주,"4,880",2,35,"4,845","49,335","240,195,075","4,905","4,910","4,835","7,270","4,200","6,290","3,395",39.04,"15,400,000",500
다우기술보통주,"21,450",5,50,"21,500","232,107","4,993,587,400","21,600","21,800","21,300","23,750","11,800","27,950","15,050",5.01,"44,866,617",500
다우데이타,"15,700",3,0,"15,700","489,734","7,687,962,250","16,000","16,000","15,450","16,200","4,500","20,400","11,000",8.81,"38,300,000",500
다원시스,"21,650",3,0,"21,650","707,461","15,268,109,900","21,750","22,150","21,250","21,650","11,100","28,100","15,200",134.47,"26,932,183",500
다이오진,"2,500",5,90,"2,590","2,147","5,456,445","2,580","2,585","2,400","5,970",997,"2,975","2,205",,"3,123,000",100
대교보통주,"3,965",5,10,"3,975","129,269","513,874,970","3,960","4,020","3,960","6,400","3,075","5,160","2,785",20.87,"84,702,850",500
대동공업보통주,"7,160",5,160,"7,320","385,856","2,804,441,210","7,480","7,490","7,150","7,800","2,945","9,510","5,130",47.73,"23,728,210","1,000"
대동금속,"8,370",5,40,"8,410","11,647","97,395,340","8,410","8,440","8,300","11,000","6,610","10,900","5,890",0,"2,607,711","1,000"
대동기어,"2,755",3,0,"2,755","14,794","40,403,015","2,755","2,780","2,700","3,310","1,720","3,580","1,930",-44.44,"8,987,520",500
대동전자보통주,"4,395",3,0,"4,395","12,467","54,989,715","4,395","4,470","4,385","4,610","3,030","5,710","3,080",11.63,"10,490,447",500
대륙제관,"4,480",2,25,"4,455","60,919","271,504,270","4,465","4,555","4,400","5,470","2,530","5,790","3,120",13.29,"15,903,199",500
대림씨엔에스 주식회사,"8,030",2,130,"7,900","76,238","613,502,100","8,200","8,200","7,910","7,900","3,400","10,250","5,530",38.06,"12,731,947","1,000"
대명소노시즌,"1,190",5,20,"1,210","1,178,231","1,403,014,645","1,220","1,220","1,175","2,085",728,"1,570",850,1.88,"100,800,450",500
대봉엘에스,"11,650",5,350,"12,000","279,207","3,338,343,300","12,300","12,500","11,500","12,850","4,400","15,600","8,400",22.53,"11,086,579",500
대상보통주,"26,500",3,0,"26,500","233,345","6,158,606,950","26,650","26,650","26,150","28,200","13,200","34,450","18,550",8.9,"34,648,025","1,000"
대상홀딩스 보통주,"9,200",2,480,"8,720","396,687","3,553,474,270","8,830","9,330","8,690","8,860","3,295","11,300","6,110",4.73,"36,212,538","1,000"
대성미생물연구소,"18,400",2,100,"18,300","85,743","1,563,145,600","18,500","18,550","17,900","21,050","8,010","23,750","12,850",24.53,"3,800,000",500
대성파인텍,"1,360",2,5,"1,355","484,650","656,162,820","1,355","1,370","1,330","1,660",586,"1,760",950,34.87,"31,301,281",100
대신정보통신,"1,185",5,5,"1,190","328,519","387,521,970","1,190","1,195","1,170","1,600",653,"1,545",835,28.9,"38,428,915",500
대신증권보통주,"11,400",2,100,"11,300","215,317","2,452,875,500","11,450","11,700","11,200","13,250","6,690","14,650","7,950",8.7,"50,773,400","5,000"
대아티아이,"6,930",5,70,"7,000","3,235,659","22,706,309,630","6,960","7,110","6,920","7,490","2,500","9,100","4,900",231,"71,151,522",100
대웅제약보통주,"118,500",3,0,"118,500","666,528","79,942,758,500","117,500","124,500","116,500","171,000","64,000","154,000","83,000",55.58,"11,586,575","2,500"
대원강업보통주,"3,435",2,20,"3,415","265,065","915,842,445","3,510","3,515","3,415","4,075","2,345","4,435","2,395",13.31,"62,000,000",500
대원미디어,"6,240",2,10,"6,230","70,281","438,074,200","6,150","6,320","6,150","8,400","3,935","8,090","4,370",69.33,"12,578,946",500
대원산업,"5,320",5,10,"5,330","35,003","184,676,300","5,330","5,350","5,220","6,110","3,165","6,920","3,740",2.73,"20,037,600",500
대원전선보통주,"1,035",2,15,"1,020","954,444","987,132,800","1,025","1,050","1,015","1,430",559,"1,325",715,-86.25,"68,107,171",500
대원제약보통주,"21,100",5,450,"21,550","399,610","8,470,428,100","21,600","21,650","21,000","27,000","10,150","28,000","15,100",15.41,"20,243,603",500
대유에이텍,665,2,2,663,"161,720","107,787,923",669,672,663,"1,005",590,861,465,7.07,"106,915,987",500
대유에이피,"6,130",2,60,"6,070","14,202","86,456,310","6,140","6,140","6,050","10,650","5,400","7,890","4,250",8.36,"10,884,000",500
대정화금,"27,600",2,"1,550","26,050","1,823,059","50,119,053,900","26,050","30,000","25,450","27,700","7,900","33,850","18,250",32.28,"7,100,391",500
대창보통주,"1,210",2,10,"1,200","1,779,454","2,164,993,880","1,200","1,235","1,200","1,625",697,"1,560",840,18.33,"91,140,499",500
대창단조보통주,"28,100",2,550,"27,550","14,209","396,189,800","27,650","28,150","27,550","43,800","17,900","35,800","19,300",5.41,"2,857,223","5,000"
대창솔루션,355,2,1,354,"11,002,352","3,837,504,939",362,363,336,514,210,460,248,-9.1,"161,788,627",100
대한과학,"5,910",2,220,"5,690","155,166","904,967,390","5,680","5,910","5,680","7,910","2,810","7,390","3,990",35.82,"7,454,490",500
대한광통신,"3,945",5,25,"3,970","5,279,651","21,211,160,125","3,970","4,090","3,935","4,250","1,375","5,160","2,780",-24.81,"73,741,625",500
대한그린파워,681,2,1,680,"2,364,565","1,588,181,063",684,690,656,"1,245",654,884,476,-3.7,"135,159,001",100
대한뉴팜,"12,500",5,150,"12,650","260,113","3,254,090,900","12,500","12,700","12,400","14,250","5,350","16,400","8,900",11.52,"14,354,920",500
대한방직보통주,"33,450",2,50,"33,400","14,930","497,631,400","33,250","33,500","33,250","33,800","15,500","43,400","23,400",-9.16,"5,300,000","1,000"
대한약품공업,"31,400",3,0,"31,400","28,640","899,711,950","31,450","31,700","31,150","32,950","22,700","40,800","22,000",6.69,"6,000,000",500
대한전선보통주,761,2,36,725,"8,127,363","6,043,150,246",723,765,718,"1,030",405,942,508,-54.36,"856,473,009",500
대한제당보통주,"19,950",3,0,"19,950","30,569","608,716,650","20,000","20,250","19,750","24,050","13,200","25,900","14,000",11.62,"8,969,658","2,500"
대한화섬보통주,"87,200",2,600,"86,600",265,"23,128,100","86,900","87,900","86,700","96,700","51,000","112,500","60,700",4.35,"1,328,000","5,000"
대화제약,"14,650",2,"1,150","13,500","1,441,886","20,628,860,000","13,500","14,700","13,350","14,750","5,940","17,550","9,450",24.42,"18,224,974",500
더네이쳐홀딩스,"51,600",2,"1,600","50,000","115,397","5,793,861,200","50,400","53,000","48,200","51,000","43,000","65,000","35,000",16.29,"7,198,254",500
더블유게임즈보통주,"79,600",2,"2,100","77,500","364,718","29,007,593,900","77,700","81,000","77,300","81,700","37,200","100,500","54,300",12.17,"18,374,502",500
더블유에프엠,"11,750",,0,"11,750",0,0,0,0,0,"11,750","1,085","999,999,999","-99,999,999",-1.45,"2,570,137",500
더존비즈온보통주,"100,500",3,0,"100,500","55,307","5,570,593,500","100,500","102,000","100,000","122,000","54,600","130,500","70,500",59.68,"29,672,700",500
덕산네오룩스,"36,150",5,"1,050","37,200","248,170","9,027,045,150","37,200","37,600","36,100","38,950","16,100","48,350","26,050",45.3,"24,010,012",200
덕산테코피아,"15,500",5,400,"15,900","208,043","3,251,560,550","15,700","16,100","15,350","21,950","7,900","20,650","11,150",22.27,"18,377,428",500
덕산하이메탈,"8,310",2,80,"8,230","125,326","1,033,464,440","8,230","8,450","8,080","8,600","3,200","10,650","5,770",14.76,"22,718,501",200
덕성보통주,"5,880",5,200,"6,080","1,267,373","7,508,954,460","5,990","6,060","5,810","6,080","1,630","7,900","4,260",588,"15,680,000",500
덕신하우징,"1,485",2,90,"1,395","2,325,983","3,383,104,865","1,405","1,490","1,395","2,045",715,"1,810",980,38.08,"44,201,565",100
덕양산업보통주,"1,635",5,30,"1,665","2,651,154","4,346,247,805","1,665","1,715","1,590","1,840",602,"2,160","1,170",-3.85,"32,564,980",500
덕우전자,"7,970",5,50,"8,020","230,036","1,835,368,040","8,050","8,060","7,950","9,260","4,060","10,400","5,620",14.33,"15,930,310",500
데브시스터즈,"8,570",2,110,"8,460","13,902","118,721,530","8,460","8,840","8,360","9,490","4,010","10,950","5,930",-6.42,"11,204,370",500
데일리블록체인,542,2,2,540,"321,935","174,227,166",543,547,536,"1,140",400,702,378,-1.86,"53,562,178",500
덱스터스튜디오,"5,860",2,160,"5,700","4,610,126","27,747,462,100","5,650","6,300","5,600","9,790","2,930","7,410","3,990",-18.43,"25,348,136",500
덴티스,"1,865",2,10,"1,855","706,110","1,322,268,975","1,890","1,905","1,850","3,105","1,855","2,410","1,300",0,"72,949,453",100
덴티움보통주,"43,800",5,"1,200","45,000","113,514","4,955,399,550","44,450","44,600","43,200","74,200","26,700","58,500","31,500",25.55,"11,068,830",500
도부마스크,"4,900",5,240,"5,140","8,872","44,293,370","5,400","5,400","4,865","8,760",231,"5,910","4,370",,"7,587,936",500
도화엔지니어링보통주,"8,430",2,390,"8,040","644,104","5,358,169,190","8,150","8,480","8,110","11,750","5,050","10,450","5,630",16.24,"33,720,000",500
동국에스엔씨,"7,490",5,130,"7,620","4,019,078","30,491,020,180","7,660","7,770","7,430","7,620","1,195","9,900","5,340",43.8,"57,143,000",500
동국산업,"3,655",5,75,"3,730","479,031","1,767,220,270","3,685","3,775","3,640","3,870","1,560","4,845","2,615",13.9,"54,244,482","1,000"
동국알앤에스,"2,415",5,80,"2,495","531,319","1,289,841,990","2,480","2,495","2,395","2,765","1,290","3,240","1,750",17.25,"18,400,000","1,000"
동국제강보통주,"6,380",2,80,"6,300","2,653,473","17,225,223,920","6,340","6,740","6,300","7,560","2,780","8,190","4,410",-8.8,"95,432,737","5,000"
동국제약,"150,000",5,"1,500","151,500","30,338","4,539,163,400","151,500","152,900","148,800","160,800","62,200","196,900","106,100",23.41,"8,892,000","2,500"
동방선기,"3,475",5,300,"3,775","803,551","2,911,235,550","3,700","3,830","3,475","4,850",965,"4,905","2,645",-47.6,"13,541,002",500
동부건설보통주,"12,050",2,350,"11,700","232,627","2,788,189,800","11,800","12,350","11,700","11,950","6,190","15,200","8,200",4.28,"22,701,669","5,000"
동서보통주,"21,400",2,200,"21,200","174,178","3,680,915,500","21,000","21,450","20,950","21,600","14,550","27,550","14,850",15.42,"99,700,000",500
동성제약보통주,"13,300",2,200,"13,100","290,091","3,815,072,850","13,100","13,400","12,950","18,800","6,400","17,000","9,200",-36.54,"26,100,970","1,000"
동성코퍼레이션보통주,"4,005",5,5,"4,010","114,688","455,879,855","4,030","4,030","3,945","5,680","2,275","5,210","2,810",31.29,"43,993,012","1,000"
동성화인텍,"9,950",5,100,"10,050","377,204","3,772,408,800","10,000","10,100","9,900","11,600","4,685","13,050","7,050",15.69,"26,983,609",500
동성화학보통주,"16,300",2,200,"16,100","7,085","115,413,600","16,100","16,450","16,100","18,200","12,600","20,900","11,300",6.48,"5,335,564","1,000"
동아쏘시오홀딩스보통주,"103,000",3,0,"103,000","32,552","3,338,585,500","102,500","104,000","101,500","110,000","69,200","133,500","72,500",31.99,"6,138,297","5,000"
동아에스티보통주,"101,000",3,0,"101,000","41,533","4,182,921,400","100,000","103,000","99,300","119,000","66,200","131,000","71,000",12.02,"8,443,868","5,000"
동아지질보통주,"17,050",5,450,"17,500","973,758","17,235,454,200","18,100","18,300","17,000","25,500","10,150","22,750","12,250",10.11,"11,500,000",500
동아타이어공업보통주,"10,450",3,0,"10,450","2,137","22,361,850","10,350","10,550","10,300","12,700","9,240","13,550","7,350",5.81,"13,733,015",500
동아화성,"8,790",5,400,"9,190","1,163,665","10,468,072,360","9,260","9,270","8,700","9,190","2,520","11,900","6,440",12.85,"15,800,000",500
동양보통주,"1,240",2,20,"1,220","1,518,706","1,886,229,035","1,220","1,260","1,215","1,695",764,"1,585",855,-620,"238,684,063",500
